Data,State,Hail Size,Population Affected,
7/1/14,Pennsylvania,"3.5"" Hail",0,
7/2/14,Pennsylvania,"3.5"" Hail",0,
7/3/14,Pennsylvania,"3.5"" Hail",0,
7/4/14,Pennsylvania,"3.5"" Hail",0,
7/5/14,Pennsylvania,"3.5"" Hail",0,
7/6/14,Pennsylvania,"3.5"" Hail",0,
7/7/14,Pennsylvania,"3.5"" Hail",0,
7/8/14,Pennsylvania,"3.5"" Hail",0,
7/9/14,Pennsylvania,"3.5"" Hail",0,
7/10/14,Pennsylvania,"3.5"" Hail",0,
7/11/14,Pennsylvania,"3.5"" Hail",0,
7/12/14,Pennsylvania,"3.5"" Hail",0,
7/13/14,Pennsylvania,"3.5"" Hail",0,
7/14/14,Pennsylvania,"3.5"" Hail",0,
7/15/14,Pennsylvania,"3.5"" Hail",0,
7/16/14,Pennsylvania,"3.5"" Hail",0,
7/17/14,Pennsylvania,"3.5"" Hail",0,
7/18/14,Pennsylvania,"3.5"" Hail",0,
7/19/14,Pennsylvania,"3.5"" Hail",0,
7/20/14,Pennsylvania,"3.5"" Hail",0,
7/21/14,Pennsylvania,"3.5"" Hail",0,
7/22/14,Pennsylvania,"3.5"" Hail",0,
7/23/14,Pennsylvania,"3.5"" Hail",0,
7/24/14,Pennsylvania,"3.5"" Hail",0,
7/25/14,Pennsylvania,"3.5"" Hail",0,
7/26/14,Pennsylvania,"3.5"" Hail",0,
7/27/14,Pennsylvania,"3.5"" Hail",0,
7/28/14,Pennsylvania,"3.5"" Hail",0,
7/29/14,Pennsylvania,"3.5"" Hail",0,
7/30/14,Pennsylvania,"3.5"" Hail",0,
6/25/14,Rhode Island,"1.0"" Hail",0,
6/26/14,Rhode Island,"1.0"" Hail",0,
6/27/14,Rhode Island,"1.0"" Hail",0,
6/28/14,Rhode Island,"1.0"" Hail",0,
6/29/14,Rhode Island,"1.0"" Hail",0,
6/30/14,Rhode Island,"1.0"" Hail",0,
7/1/14,Rhode Island,"1.0"" Hail",0,
7/2/14,Rhode Island,"1.0"" Hail",0,
7/3/14,Rhode Island,"1.0"" Hail",0,
7/4/14,Rhode Island,"1.0"" Hail",0,
7/5/14,Rhode Island,"1.0"" Hail",0,
7/6/14,Rhode Island,"1.0"" Hail",0,
7/7/14,Rhode Island,"1.0"" Hail",0,
7/8/14,Rhode Island,"1.0"" Hail",0,
7/9/14,Rhode Island,"1.0"" Hail",0,
7/10/14,Rhode Island,"1.0"" Hail",0,
7/11/14,Rhode Island,"1.0"" Hail",0,
7/12/14,Rhode Island,"1.0"" Hail",0,
7/13/14,Rhode Island,"1.0"" Hail",0,
7/14/14,Rhode Island,"1.0"" Hail",0,
7/15/14,Rhode Island,"1.0"" Hail",0,
7/16/14,Rhode Island,"1.0"" Hail",0,
7/17/14,Rhode Island,"1.0"" Hail",0,
7/18/14,Rhode Island,"1.0"" Hail",0,
7/19/14,Rhode Island,"1.0"" Hail",0,
7/20/14,Rhode Island,"1.0"" Hail",0,
7/21/14,Rhode Island,"1.0"" Hail",0,
7/22/14,Rhode Island,"1.0"" Hail",0,
7/23/14,Rhode Island,"1.0"" Hail",0,
7/24/14,Rhode Island,"1.0"" Hail",0,
7/25/14,Rhode Island,"1.0"" Hail",0,
7/26/14,Rhode Island,"1.0"" Hail",0,
7/27/14,Rhode Island,"1.0"" Hail",0,
7/28/14,Rhode Island,"1.0"" Hail",0,
7/29/14,Rhode Island,"1.0"" Hail",0,
7/30/14,Rhode Island,"1.0"" Hail",0,
6/25/14,Rhode Island,"1.5"" Hail",0,
6/26/14,Rhode Island,"1.5"" Hail",0,
6/27/14,Rhode Island,"1.5"" Hail",0,
6/28/14,Rhode Island,"1.5"" Hail",0,
6/29/14,Rhode Island,"1.5"" Hail",0,
6/30/14,Rhode Island,"1.5"" Hail",0,
7/1/14,Rhode Island,"1.5"" Hail",0,
7/2/14,Rhode Island,"1.5"" Hail",0,
7/3/14,Rhode Island,"1.5"" Hail",0,
7/4/14,Rhode Island,"1.5"" Hail",0,
7/5/14,Rhode Island,"1.5"" Hail",0,
7/6/14,Rhode Island,"1.5"" Hail",0,
7/7/14,Rhode Island,"1.5"" Hail",0,
7/8/14,Rhode Island,"1.5"" Hail",0,
7/9/14,Rhode Island,"1.5"" Hail",0,
7/10/14,Rhode Island,"1.5"" Hail",0,
7/11/14,Rhode Island,"1.5"" Hail",0,
7/12/14,Rhode Island,"1.5"" Hail",0,
7/13/14,Rhode Island,"1.5"" Hail",0,
7/14/14,Rhode Island,"1.5"" Hail",0,
7/15/14,Rhode Island,"1.5"" Hail",0,
7/16/14,Rhode Island,"1.5"" Hail",0,
7/17/14,Rhode Island,"1.5"" Hail",0,
7/18/14,Rhode Island,"1.5"" Hail",0,
7/19/14,Rhode Island,"1.5"" Hail",0,
7/20/14,Rhode Island,"1.5"" Hail",0,
7/21/14,Rhode Island,"1.5"" Hail",0,
7/22/14,Rhode Island,"1.5"" Hail",0,
7/23/14,Rhode Island,"1.5"" Hail",0,
7/24/14,Rhode Island,"1.5"" Hail",0,
7/25/14,Rhode Island,"1.5"" Hail",0,
7/26/14,Rhode Island,"1.5"" Hail",0,
7/27/14,Rhode Island,"1.5"" Hail",0,
7/28/14,Rhode Island,"1.5"" Hail",0,
7/29/14,Rhode Island,"1.5"" Hail",0,
7/30/14,Rhode Island,"1.5"" Hail",0,
6/25/14,Rhode Island,"2.0"" Hail",0,
6/26/14,Rhode Island,"2.0"" Hail",0,
6/27/14,Rhode Island,"2.0"" Hail",0,
6/28/14,Rhode Island,"2.0"" Hail",0,
6/29/14,Rhode Island,"2.0"" Hail",0,
6/30/14,Rhode Island,"2.0"" Hail",0,
7/1/14,Rhode Island,"2.0"" Hail",0,
7/2/14,Rhode Island,"2.0"" Hail",0,
7/3/14,Rhode Island,"2.0"" Hail",0,
7/4/14,Rhode Island,"2.0"" Hail",0,
7/5/14,Rhode Island,"2.0"" Hail",0,
7/6/14,Rhode Island,"2.0"" Hail",0,
7/7/14,Rhode Island,"2.0"" Hail",0,
7/8/14,Rhode Island,"2.0"" Hail",0,
7/9/14,Rhode Island,"2.0"" Hail",0,
7/10/14,Rhode Island,"2.0"" Hail",0,
7/11/14,Rhode Island,"2.0"" Hail",0,
7/12/14,Rhode Island,"2.0"" Hail",0,
7/13/14,Rhode Island,"2.0"" Hail",0,
7/14/14,Rhode Island,"2.0"" Hail",0,
7/15/14,Rhode Island,"2.0"" Hail",0,
7/16/14,Rhode Island,"2.0"" Hail",0,
7/17/14,Rhode Island,"2.0"" Hail",0,
7/18/14,Rhode Island,"2.0"" Hail",0,
7/19/14,Rhode Island,"2.0"" Hail",0,
7/20/14,Rhode Island,"2.0"" Hail",0,
7/21/14,Rhode Island,"2.0"" Hail",0,
7/22/14,Rhode Island,"2.0"" Hail",0,
7/23/14,Rhode Island,"2.0"" Hail",0,
7/24/14,Rhode Island,"2.0"" Hail",0,
7/25/14,Rhode Island,"2.0"" Hail",0,
7/26/14,Rhode Island,"2.0"" Hail",0,
7/27/14,Rhode Island,"2.0"" Hail",0,
7/28/14,Rhode Island,"2.0"" Hail",0,
7/29/14,Rhode Island,"2.0"" Hail",0,
7/30/14,Rhode Island,"2.0"" Hail",0,
6/25/14,Rhode Island,"2.5"" Hail",0,
6/26/14,Rhode Island,"2.5"" Hail",0,
6/27/14,Rhode Island,"2.5"" Hail",0,
6/28/14,Rhode Island,"2.5"" Hail",0,
6/29/14,Rhode Island,"2.5"" Hail",0,
6/30/14,Rhode Island,"2.5"" Hail",0,
7/1/14,Rhode Island,"2.5"" Hail",0,
7/2/14,Rhode Island,"2.5"" Hail",0,
7/3/14,Rhode Island,"2.5"" Hail",0,
7/4/14,Rhode Island,"2.5"" Hail",0,
7/5/14,Rhode Island,"2.5"" Hail",0,
7/6/14,Rhode Island,"2.5"" Hail",0,
7/7/14,Rhode Island,"2.5"" Hail",0,
7/8/14,Rhode Island,"2.5"" Hail",0,
7/9/14,Rhode Island,"2.5"" Hail",0,
7/10/14,Rhode Island,"2.5"" Hail",0,
7/11/14,Rhode Island,"2.5"" Hail",0,
7/12/14,Rhode Island,"2.5"" Hail",0,
7/13/14,Rhode Island,"2.5"" Hail",0,
7/14/14,Rhode Island,"2.5"" Hail",0,
7/15/14,Rhode Island,"2.5"" Hail",0,
7/16/14,Rhode Island,"2.5"" Hail",0,
7/17/14,Rhode Island,"2.5"" Hail",0,
7/18/14,Rhode Island,"2.5"" Hail",0,
7/19/14,Rhode Island,"2.5"" Hail",0,
7/20/14,Rhode Island,"2.5"" Hail",0,
7/21/14,Rhode Island,"2.5"" Hail",0,
7/22/14,Rhode Island,"2.5"" Hail",0,
7/23/14,Rhode Island,"2.5"" Hail",0,
7/24/14,Rhode Island,"2.5"" Hail",0,
7/25/14,Rhode Island,"2.5"" Hail",0,
7/26/14,Rhode Island,"2.5"" Hail",0,
7/27/14,Rhode Island,"2.5"" Hail",0,
7/28/14,Rhode Island,"2.5"" Hail",0,
7/29/14,Rhode Island,"2.5"" Hail",0,
7/30/14,Rhode Island,"2.5"" Hail",0,
6/25/14,Rhode Island,"3.0"" Hail",0,
6/26/14,Rhode Island,"3.0"" Hail",0,
6/27/14,Rhode Island,"3.0"" Hail",0,
6/28/14,Rhode Island,"3.0"" Hail",0,
6/29/14,Rhode Island,"3.0"" Hail",0,
6/30/14,Rhode Island,"3.0"" Hail",0,
7/1/14,Rhode Island,"3.0"" Hail",0,
7/2/14,Rhode Island,"3.0"" Hail",0,
7/3/14,Rhode Island,"3.0"" Hail",0,
7/4/14,Rhode Island,"3.0"" Hail",0,
7/5/14,Rhode Island,"3.0"" Hail",0,
7/6/14,Rhode Island,"3.0"" Hail",0,
7/7/14,Rhode Island,"3.0"" Hail",0,
7/8/14,Rhode Island,"3.0"" Hail",0,
7/9/14,Rhode Island,"3.0"" Hail",0,
7/10/14,Rhode Island,"3.0"" Hail",0,
7/11/14,Rhode Island,"3.0"" Hail",0,
7/12/14,Rhode Island,"3.0"" Hail",0,
7/13/14,Rhode Island,"3.0"" Hail",0,
7/14/14,Rhode Island,"3.0"" Hail",0,
7/15/14,Rhode Island,"3.0"" Hail",0,
7/16/14,Rhode Island,"3.0"" Hail",0,
7/17/14,Rhode Island,"3.0"" Hail",0,
7/18/14,Rhode Island,"3.0"" Hail",0,
7/19/14,Rhode Island,"3.0"" Hail",0,
7/20/14,Rhode Island,"3.0"" Hail",0,
7/21/14,Rhode Island,"3.0"" Hail",0,
7/22/14,Rhode Island,"3.0"" Hail",0,
7/23/14,Rhode Island,"3.0"" Hail",0,
7/24/14,Rhode Island,"3.0"" Hail",0,
7/25/14,Rhode Island,"3.0"" Hail",0,
7/26/14,Rhode Island,"3.0"" Hail",0,
7/27/14,Rhode Island,"3.0"" Hail",0,
7/28/14,Rhode Island,"3.0"" Hail",0,
7/29/14,Rhode Island,"3.0"" Hail",0,
7/30/14,Rhode Island,"3.0"" Hail",0,
6/25/14,Rhode Island,"3.5"" Hail",0,
6/26/14,Rhode Island,"3.5"" Hail",0,
6/27/14,Rhode Island,"3.5"" Hail",0,
6/28/14,Rhode Island,"3.5"" Hail",0,
6/29/14,Rhode Island,"3.5"" Hail",0,
6/30/14,Rhode Island,"3.5"" Hail",0,
7/1/14,Rhode Island,"3.5"" Hail",0,
7/2/14,Rhode Island,"3.5"" Hail",0,
7/3/14,Rhode Island,"3.5"" Hail",0,
7/4/14,Rhode Island,"3.5"" Hail",0,
7/5/14,Rhode Island,"3.5"" Hail",0,
7/6/14,Rhode Island,"3.5"" Hail",0,
7/7/14,Rhode Island,"3.5"" Hail",0,
7/8/14,Rhode Island,"3.5"" Hail",0,
7/9/14,Rhode Island,"3.5"" Hail",0,
7/10/14,Rhode Island,"3.5"" Hail",0,
7/11/14,Rhode Island,"3.5"" Hail",0,
7/12/14,Rhode Island,"3.5"" Hail",0,
7/13/14,Rhode Island,"3.5"" Hail",0,
7/14/14,Rhode Island,"3.5"" Hail",0,
7/15/14,Rhode Island,"3.5"" Hail",0,
7/16/14,Rhode Island,"3.5"" Hail",0,
7/17/14,Rhode Island,"3.5"" Hail",0,
7/18/14,Rhode Island,"3.5"" Hail",0,
7/19/14,Rhode Island,"3.5"" Hail",0,
7/20/14,Rhode Island,"3.5"" Hail",0,
7/21/14,Rhode Island,"3.5"" Hail",0,
7/22/14,Rhode Island,"3.5"" Hail",0,
7/23/14,Rhode Island,"3.5"" Hail",0,
7/24/14,Rhode Island,"3.5"" Hail",0,
7/25/14,Rhode Island,"3.5"" Hail",0,
7/26/14,Rhode Island,"3.5"" Hail",0,
7/27/14,Rhode Island,"3.5"" Hail",0,
7/28/14,Rhode Island,"3.5"" Hail",0,
7/29/14,Rhode Island,"3.5"" Hail",0,
7/30/14,Rhode Island,"3.5"" Hail",0,
6/25/14,South Carolina,"1.0"" Hail",0,
6/26/14,South Carolina,"1.0"" Hail",0,
6/27/14,South Carolina,"1.0"" Hail",0,
6/28/14,South Carolina,"1.0"" Hail",0,
6/29/14,South Carolina,"1.0"" Hail",0,
6/30/14,South Carolina,"1.0"" Hail",0,
7/1/14,South Carolina,"1.0"" Hail",0,
7/2/14,South Carolina,"1.0"" Hail",0,
7/3/14,South Carolina,"1.0"" Hail",309,
7/4/14,South Carolina,"1.0"" Hail",0,
7/5/14,South Carolina,"1.0"" Hail",0,
7/6/14,South Carolina,"1.0"" Hail",0,
7/7/14,South Carolina,"1.0"" Hail",573,
7/8/14,South Carolina,"1.0"" Hail",0,
7/9/14,South Carolina,"1.0"" Hail",62,
7/10/14,South Carolina,"1.0"" Hail",0,
7/11/14,South Carolina,"1.0"" Hail",0,
7/12/14,South Carolina,"1.0"" Hail",0,
7/13/14,South Carolina,"1.0"" Hail",0,
7/14/14,South Carolina,"1.0"" Hail",0,
7/15/14,South Carolina,"1.0"" Hail",163,
7/16/14,South Carolina,"1.0"" Hail",0,
7/17/14,South Carolina,"1.0"" Hail",0,
7/18/14,South Carolina,"1.0"" Hail",0,
7/19/14,South Carolina,"1.0"" Hail",0,
7/20/14,South Carolina,"1.0"" Hail",0,
7/21/14,South Carolina,"1.0"" Hail",0,
7/22/14,South Carolina,"1.0"" Hail",0,
7/23/14,South Carolina,"1.0"" Hail",0,
7/24/14,South Carolina,"1.0"" Hail",0,
7/25/14,South Carolina,"1.0"" Hail",518,
7/26/14,South Carolina,"1.0"" Hail",0,
7/27/14,South Carolina,"1.0"" Hail",2301,
7/28/14,South Carolina,"1.0"" Hail",8419,
7/29/14,South Carolina,"1.0"" Hail",0,
7/30/14,South Carolina,"1.0"" Hail",0,
6/25/14,South Carolina,"1.5"" Hail",0,
6/26/14,South Carolina,"1.5"" Hail",0,
6/27/14,South Carolina,"1.5"" Hail",0,
6/28/14,South Carolina,"1.5"" Hail",0,
6/29/14,South Carolina,"1.5"" Hail",0,
6/30/14,South Carolina,"1.5"" Hail",0,
7/1/14,South Carolina,"1.5"" Hail",0,
7/2/14,South Carolina,"1.5"" Hail",0,
7/3/14,South Carolina,"1.5"" Hail",0,
7/4/14,South Carolina,"1.5"" Hail",0,
7/5/14,South Carolina,"1.5"" Hail",0,
7/6/14,South Carolina,"1.5"" Hail",0,
7/7/14,South Carolina,"1.5"" Hail",0,
7/8/14,South Carolina,"1.5"" Hail",0,
7/9/14,South Carolina,"1.5"" Hail",0,
7/10/14,South Carolina,"1.5"" Hail",0,
7/11/14,South Carolina,"1.5"" Hail",0,
7/12/14,South Carolina,"1.5"" Hail",0,
7/13/14,South Carolina,"1.5"" Hail",0,
7/14/14,South Carolina,"1.5"" Hail",0,
7/15/14,South Carolina,"1.5"" Hail",0,
7/16/14,South Carolina,"1.5"" Hail",0,
7/17/14,South Carolina,"1.5"" Hail",0,
7/18/14,South Carolina,"1.5"" Hail",0,
7/19/14,South Carolina,"1.5"" Hail",0,
7/20/14,South Carolina,"1.5"" Hail",0,
7/21/14,South Carolina,"1.5"" Hail",0,
7/22/14,South Carolina,"1.5"" Hail",0,
7/23/14,South Carolina,"1.5"" Hail",0,
7/24/14,South Carolina,"1.5"" Hail",0,
7/25/14,South Carolina,"1.5"" Hail",0,
7/26/14,South Carolina,"1.5"" Hail",0,
7/27/14,South Carolina,"1.5"" Hail",0,
7/28/14,South Carolina,"1.5"" Hail",63,
7/29/14,South Carolina,"1.5"" Hail",0,
7/30/14,South Carolina,"1.5"" Hail",0,
6/25/14,South Carolina,"2.0"" Hail",0,
6/26/14,South Carolina,"2.0"" Hail",0,
6/27/14,South Carolina,"2.0"" Hail",0,
6/28/14,South Carolina,"2.0"" Hail",0,
6/29/14,South Carolina,"2.0"" Hail",0,
6/30/14,South Carolina,"2.0"" Hail",0,
7/1/14,South Carolina,"2.0"" Hail",0,
7/2/14,South Carolina,"2.0"" Hail",0,
7/3/14,South Carolina,"2.0"" Hail",0,
7/4/14,South Carolina,"2.0"" Hail",0,
7/5/14,South Carolina,"2.0"" Hail",0,
7/6/14,South Carolina,"2.0"" Hail",0,
7/7/14,South Carolina,"2.0"" Hail",0,
7/8/14,South Carolina,"2.0"" Hail",0,
7/9/14,South Carolina,"2.0"" Hail",0,
7/10/14,South Carolina,"2.0"" Hail",0,
7/11/14,South Carolina,"2.0"" Hail",0,
7/12/14,South Carolina,"2.0"" Hail",0,
7/13/14,South Carolina,"2.0"" Hail",0,
7/14/14,South Carolina,"2.0"" Hail",0,
7/15/14,South Carolina,"2.0"" Hail",0,
7/16/14,South Carolina,"2.0"" Hail",0,
7/17/14,South Carolina,"2.0"" Hail",0,
7/18/14,South Carolina,"2.0"" Hail",0,
7/19/14,South Carolina,"2.0"" Hail",0,
7/20/14,South Carolina,"2.0"" Hail",0,
7/21/14,South Carolina,"2.0"" Hail",0,
7/22/14,South Carolina,"2.0"" Hail",0,
7/23/14,South Carolina,"2.0"" Hail",0,
7/24/14,South Carolina,"2.0"" Hail",0,
7/25/14,South Carolina,"2.0"" Hail",0,
7/26/14,South Carolina,"2.0"" Hail",0,
7/27/14,South Carolina,"2.0"" Hail",0,
7/28/14,South Carolina,"2.0"" Hail",0,
7/29/14,South Carolina,"2.0"" Hail",0,
7/30/14,South Carolina,"2.0"" Hail",0,
6/25/14,South Carolina,"2.5"" Hail",0,
6/26/14,South Carolina,"2.5"" Hail",0,
6/27/14,South Carolina,"2.5"" Hail",0,
6/28/14,South Carolina,"2.5"" Hail",0,
6/29/14,South Carolina,"2.5"" Hail",0,
6/30/14,South Carolina,"2.5"" Hail",0,
7/1/14,South Carolina,"2.5"" Hail",0,
7/2/14,South Carolina,"2.5"" Hail",0,
7/3/14,South Carolina,"2.5"" Hail",0,
7/4/14,South Carolina,"2.5"" Hail",0,
7/5/14,South Carolina,"2.5"" Hail",0,
7/6/14,South Carolina,"2.5"" Hail",0,
7/7/14,South Carolina,"2.5"" Hail",0,
7/8/14,South Carolina,"2.5"" Hail",0,
7/9/14,South Carolina,"2.5"" Hail",0,
7/10/14,South Carolina,"2.5"" Hail",0,
7/11/14,South Carolina,"2.5"" Hail",0,
7/12/14,South Carolina,"2.5"" Hail",0,
7/13/14,South Carolina,"2.5"" Hail",0,
7/14/14,South Carolina,"2.5"" Hail",0,
7/15/14,South Carolina,"2.5"" Hail",0,
7/16/14,South Carolina,"2.5"" Hail",0,
7/17/14,South Carolina,"2.5"" Hail",0,
7/18/14,South Carolina,"2.5"" Hail",0,
7/19/14,South Carolina,"2.5"" Hail",0,
7/20/14,South Carolina,"2.5"" Hail",0,
7/21/14,South Carolina,"2.5"" Hail",0,
7/22/14,South Carolina,"2.5"" Hail",0,
7/23/14,South Carolina,"2.5"" Hail",0,
7/24/14,South Carolina,"2.5"" Hail",0,
7/25/14,South Carolina,"2.5"" Hail",0,
7/26/14,South Carolina,"2.5"" Hail",0,
7/27/14,South Carolina,"2.5"" Hail",0,
7/28/14,South Carolina,"2.5"" Hail",0,
7/29/14,South Carolina,"2.5"" Hail",0,
7/30/14,South Carolina,"2.5"" Hail",0,
6/25/14,South Carolina,"3.0"" Hail",0,
6/26/14,South Carolina,"3.0"" Hail",0,
6/27/14,South Carolina,"3.0"" Hail",0,
6/28/14,South Carolina,"3.0"" Hail",0,
6/29/14,South Carolina,"3.0"" Hail",0,
6/30/14,South Carolina,"3.0"" Hail",0,
7/1/14,South Carolina,"3.0"" Hail",0,
7/2/14,South Carolina,"3.0"" Hail",0,
7/3/14,South Carolina,"3.0"" Hail",0,
7/4/14,South Carolina,"3.0"" Hail",0,
7/5/14,South Carolina,"3.0"" Hail",0,
7/6/14,South Carolina,"3.0"" Hail",0,
7/7/14,South Carolina,"3.0"" Hail",0,
7/8/14,South Carolina,"3.0"" Hail",0,
7/9/14,South Carolina,"3.0"" Hail",0,
7/10/14,South Carolina,"3.0"" Hail",0,
7/11/14,South Carolina,"3.0"" Hail",0,
7/12/14,South Carolina,"3.0"" Hail",0,
7/13/14,South Carolina,"3.0"" Hail",0,
7/14/14,South Carolina,"3.0"" Hail",0,
7/15/14,South Carolina,"3.0"" Hail",0,
7/16/14,South Carolina,"3.0"" Hail",0,
7/17/14,South Carolina,"3.0"" Hail",0,
7/18/14,South Carolina,"3.0"" Hail",0,
7/19/14,South Carolina,"3.0"" Hail",0,
7/20/14,South Carolina,"3.0"" Hail",0,
7/21/14,South Carolina,"3.0"" Hail",0,
7/22/14,South Carolina,"3.0"" Hail",0,
7/23/14,South Carolina,"3.0"" Hail",0,
7/24/14,South Carolina,"3.0"" Hail",0,
7/25/14,South Carolina,"3.0"" Hail",0,
7/26/14,South Carolina,"3.0"" Hail",0,
7/27/14,South Carolina,"3.0"" Hail",0,
7/28/14,South Carolina,"3.0"" Hail",0,
7/29/14,South Carolina,"3.0"" Hail",0,
7/30/14,South Carolina,"3.0"" Hail",0,
6/25/14,South Carolina,"3.5"" Hail",0,
6/26/14,South Carolina,"3.5"" Hail",0,
6/27/14,South Carolina,"3.5"" Hail",0,
6/28/14,South Carolina,"3.5"" Hail",0,
6/29/14,South Carolina,"3.5"" Hail",0,
6/30/14,South Carolina,"3.5"" Hail",0,
7/1/14,South Carolina,"3.5"" Hail",0,
7/2/14,South Carolina,"3.5"" Hail",0,
7/3/14,South Carolina,"3.5"" Hail",0,
7/4/14,South Carolina,"3.5"" Hail",0,
7/5/14,South Carolina,"3.5"" Hail",0,
7/6/14,South Carolina,"3.5"" Hail",0,
7/7/14,South Carolina,"3.5"" Hail",0,
7/8/14,South Carolina,"3.5"" Hail",0,
7/9/14,South Carolina,"3.5"" Hail",0,
7/10/14,South Carolina,"3.5"" Hail",0,
7/11/14,South Carolina,"3.5"" Hail",0,
7/12/14,South Carolina,"3.5"" Hail",0,
7/13/14,South Carolina,"3.5"" Hail",0,
7/14/14,South Carolina,"3.5"" Hail",0,
7/15/14,South Carolina,"3.5"" Hail",0,
7/16/14,South Carolina,"3.5"" Hail",0,
7/17/14,South Carolina,"3.5"" Hail",0,
7/18/14,South Carolina,"3.5"" Hail",0,
7/19/14,South Carolina,"3.5"" Hail",0,
7/20/14,South Carolina,"3.5"" Hail",0,
7/21/14,South Carolina,"3.5"" Hail",0,
7/22/14,South Carolina,"3.5"" Hail",0,
7/23/14,South Carolina,"3.5"" Hail",0,
7/24/14,South Carolina,"3.5"" Hail",0,
7/25/14,South Carolina,"3.5"" Hail",0,
7/26/14,South Carolina,"3.5"" Hail",0,
7/27/14,South Carolina,"3.5"" Hail",0,
7/28/14,South Carolina,"3.5"" Hail",0,
7/29/14,South Carolina,"3.5"" Hail",0,
7/30/14,South Carolina,"3.5"" Hail",0,
6/25/14,South Dakota,"1.0"" Hail",447,
6/26/14,South Dakota,"1.0"" Hail",197,
6/27/14,South Dakota,"1.0"" Hail",287,
6/28/14,South Dakota,"1.0"" Hail",0,
6/29/14,South Dakota,"1.0"" Hail",4397,
6/30/14,South Dakota,"1.0"" Hail",0,
7/1/14,South Dakota,"1.0"" Hail",0,
7/2/14,South Dakota,"1.0"" Hail",0,
7/3/14,South Dakota,"1.0"" Hail",0,
7/4/14,South Dakota,"1.0"" Hail",27,
7/5/14,South Dakota,"1.0"" Hail",708,
7/6/14,South Dakota,"1.0"" Hail",43,
7/7/14,South Dakota,"1.0"" Hail",0,
7/8/14,South Dakota,"1.0"" Hail",0,
7/9/14,South Dakota,"1.0"" Hail",7,
7/10/14,South Dakota,"1.0"" Hail",134,
7/11/14,South Dakota,"1.0"" Hail",0,
7/12/14,South Dakota,"1.0"" Hail",379,
7/13/14,South Dakota,"1.0"" Hail",0,
7/14/14,South Dakota,"1.0"" Hail",0,
7/15/14,South Dakota,"1.0"" Hail",0,
7/16/14,South Dakota,"1.0"" Hail",0,
7/17/14,South Dakota,"1.0"" Hail",0,
7/18/14,South Dakota,"1.0"" Hail",94,
7/19/14,South Dakota,"1.0"" Hail",1677,
7/20/14,South Dakota,"1.0"" Hail",0,
7/21/14,South Dakota,"1.0"" Hail",6,
7/22/14,South Dakota,"1.0"" Hail",2326,
7/23/14,South Dakota,"1.0"" Hail",788,
7/24/14,South Dakota,"1.0"" Hail",324,
7/25/14,South Dakota,"1.0"" Hail",0,
7/26/14,South Dakota,"1.0"" Hail",5702,
7/27/14,South Dakota,"1.0"" Hail",0,
7/28/14,South Dakota,"1.0"" Hail",0,
7/29/14,South Dakota,"1.0"" Hail",0,
7/30/14,South Dakota,"1.0"" Hail",0,
6/25/14,South Dakota,"1.5"" Hail",12,
6/26/14,South Dakota,"1.5"" Hail",0,
6/27/14,South Dakota,"1.5"" Hail",50,
6/28/14,South Dakota,"1.5"" Hail",0,
6/29/14,South Dakota,"1.5"" Hail",85,
6/30/14,South Dakota,"1.5"" Hail",0,
7/1/14,South Dakota,"1.5"" Hail",0,
7/2/14,South Dakota,"1.5"" Hail",0,
7/3/14,South Dakota,"1.5"" Hail",0,
7/4/14,South Dakota,"1.5"" Hail",0,
7/5/14,South Dakota,"1.5"" Hail",18,
7/6/14,South Dakota,"1.5"" Hail",0,
7/7/14,South Dakota,"1.5"" Hail",0,
7/8/14,South Dakota,"1.5"" Hail",0,
7/9/14,South Dakota,"1.5"" Hail",0,
7/10/14,South Dakota,"1.5"" Hail",22,
7/11/14,South Dakota,"1.5"" Hail",0,
7/12/14,South Dakota,"1.5"" Hail",56,
7/13/14,South Dakota,"1.5"" Hail",0,
7/14/14,South Dakota,"1.5"" Hail",0,
7/15/14,South Dakota,"1.5"" Hail",0,
7/16/14,South Dakota,"1.5"" Hail",0,
7/17/14,South Dakota,"1.5"" Hail",0,
7/18/14,South Dakota,"1.5"" Hail",0,
7/19/14,South Dakota,"1.5"" Hail",929,
7/20/14,South Dakota,"1.5"" Hail",0,
7/21/14,South Dakota,"1.5"" Hail",0,
7/22/14,South Dakota,"1.5"" Hail",338,
7/23/14,South Dakota,"1.5"" Hail",30,
7/24/14,South Dakota,"1.5"" Hail",71,
7/25/14,South Dakota,"1.5"" Hail",0,
7/26/14,South Dakota,"1.5"" Hail",1367,
7/27/14,South Dakota,"1.5"" Hail",0,
7/28/14,South Dakota,"1.5"" Hail",0,
7/29/14,South Dakota,"1.5"" Hail",0,
7/30/14,South Dakota,"1.5"" Hail",0,
6/25/14,South Dakota,"2.0"" Hail",0,
6/26/14,South Dakota,"2.0"" Hail",0,
6/27/14,South Dakota,"2.0"" Hail",0,
6/28/14,South Dakota,"2.0"" Hail",0,
6/29/14,South Dakota,"2.0"" Hail",0,
6/30/14,South Dakota,"2.0"" Hail",0,
7/1/14,South Dakota,"2.0"" Hail",0,
7/2/14,South Dakota,"2.0"" Hail",0,
7/3/14,South Dakota,"2.0"" Hail",0,
7/4/14,South Dakota,"2.0"" Hail",0,
7/5/14,South Dakota,"2.0"" Hail",0,
7/6/14,South Dakota,"2.0"" Hail",0,
7/7/14,South Dakota,"2.0"" Hail",0,
